1.0 0.0 0.0 0.0 3.0 0.0 0.0 0.0 0.5 0.3 1.0 1814.0 0.0 3.0 7.0 3.0 4.0 2.0 0.0 4.0 1.0 7.0 7.0 0.0 1.0 2.0 2.0 3.0 1.0 3.0 0.0 2.0 6.0 1.0 4.0 11.0 5.0 5.0 0.0 1.0 0.0 6.0 1.0 8.0 4.0 88.0 8.0 ,1765249359481
1.0 0.0 0.0 0.0 62.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.184 15.0 8.0 15.0 2.0 2.0 2.0 6.0 1.0 2.0 5.0 3.0 2.0 1.0 12.0 4.0 1.0 2.0 1.0 4.0 1.0 3.0 12.0 2.0 5.0 2.0 3.0 3.0 2.0 2.0 3.0 6.0 1.0 1.0 1.0 3.0 1.0 1.0 0.0 2.0 3.0 0.0 5.0 1.0 2.0 0.0 1.0 5.0 1.0 1.0 2.0 1.0 1.0 6.0 2.0 0.0 1.0 1.0 0.0 1.0 0.0 2.0 4.0 2.0 0.0 2.0 3.0 1.0 1.0 1.0 1.0 5.0 2.0 1.0 2.0 0.0 4.0 1.0 1.0 0.0 1.0 1.0 0.0 2.0 3.0 0.0 4.0 2.0 2.0 5.0 1.0 1.0 0.0 1.0 1.0 0.0 2.0 3.0 ,1818133679302
1.0 0.0 0.0 0.0 62.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 0.0 0.0 0.184 15.0 8.0 15.0 3.0 8.0 0.0 1.0 3.0 4.0 4.0 5.0 0.0 1.0 3.0 2.0 0.0 1.0 1.0 9.0 5.0 6.0 1.0 0.0 5.0 3.0 6.0 9.0 3.0 1.0 0.0 4.0 4.0 1.0 2.0 5.0 2.0 1.0 1.0 1.0 0.0 3.0 1.0 0.0 1.0 2.0 1.0 1.0 0.0 0.0 1.0 0.0 2.0 1.0 0.0 4.0 2.0 4.0 5.0 1.0 0.0 0.0 3.0 5.0 0.0 3.0 3.0 3.0 3.0 2.0 2.0 1.0 0.0 1.0 1.0 0.0 3.0 2.0 1.0 2.0 0.0 7.0 1.0 1.0 0.0 0.0 1.0 1.0 0.0 0.0 3.0 3.0 3.0 1.0 1.0 2.0 6.0 1.0 ,2062145591991
1.0 0.0 0.0 0.0 62.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 1.0 1.0 2.0 4.0 5.0 5.0 0.0 2.0 1.0 1.0 13.0 7.0 0.0 2.0 4.0 1.0 0.0 3.0 3.0 6.0 2.0 1.0 0.0 9.0 0.0 2.0 10.0 3.0 1.0 0.0 9.0 2.0 0.0 3.0 7.0 1.0 0.0 1.0 2.0 1.0 4.0 4.0 1.0 2.0 1.0 0.0 1.0 0.0 1.0 3.0 1.0 0.0 1.0 2.0 1.0 1.0 4.0 0.0 2.0 2.0 1.0 1.0 2.0 1.0 2.0 0.0 7.0 2.0 1.0 0.0 4.0 4.0 1.0 2.0 2.0 1.0 1.0 0.0 1.0 1.0 3.0 2.0 1.0 0.0 0.0 0.0 4.0 1.0 3.0 1.0 3.0 0.0 0.0 2.0 ,2036179636583
1.0 0.0 0.0 0.0 3.0 0.0 1.0 0.0 0.5 0.3 1.0 1814.0 3.0 0.0 2.0 9.0 4.0 1.0 1.0 2.0 6.0 1.0 3.0 1.0 10.0 1.0 0.0 0.0 1.0 2.0 0.0 1.0 2.0 0.0 0.0 9.0 11.0 7.0 3.0 2.0 5.0 3.0 1.0 9.0 67.0 13.0 20.0 ,1401833195140
1.0 0.0 0.0 0.0 62.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 1.0 2.0 0.0 19.0 2.0 5.0 2.0 0.0 0.0 2.0 3.0 0.0 2.0 9.0 0.0 5.0 0.0 1.0 4.0 3.0 3.0 3.0 1.0 0.0 6.0 5.0 1.0 1.0 4.0 7.0 3.0 6.0 1.0 0.0 2.0 3.0 8.0 1.0 0.0 2.0 0.0 4.0 2.0 1.0 1.0 1.0 2.0 2.0 2.0 1.0 0.0 1.0 1.0 3.0 0.0 0.0 3.0 1.0 2.0 1.0 1.0 1.0 2.0 1.0 1.0 2.0 1.0 5.0 0.0 2.0 0.0 1.0 1.0 1.0 0.0 1.0 0.0 0.0 0.0 6.0 10.0 3.0 1.0 3.0 1.0 3.0 0.0 1.0 1.0 3.0 0.0 1.0 1.0 1.0 ,1437180151661
1.0 0.0 0.0 0.0 3.0 1.0 0.0 0.0 0.5 0.3 1.0 1814.0 0.0 6.0 6.0 1.0 2.0 2.0 3.0 2.0 5.0 2.0 2.0 1.0 2.0 2.0 5.0 1.0 6.0 0.0 3.0 0.0 8.0 1.0 4.0 4.0 5.0 2.0 13.0 4.0 2.0 2.0 2.0 2.0 84.0 14.0 2.0 ,1438619435068
1.0 0.0 0.0 0.0 62.0 1.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0 0.0 0.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0 1.0 0.184 15.0 8.0 15.0 1.0 5.0 3.0 4.0 9.0 17.0 0.0 2.0 0.0 3.0 7.0 2.0 0.0 1.0 1.0 0.0 0.0 7.0 5.0 1.0 2.0 2.0 2.0 1.0 2.0 2.0 3.0 3.0 3.0 1.0 6.0 5.0 1.0 0.0 1.0 1.0 3.0 0.0 0.0 1.0 0.0 5.0 1.0 1.0 2.0 0.0 4.0 0.0 1.0 1.0 0.0 3.0 0.0 1.0 0.0 2.0 0.0 6.0 1.0 7.0 1.0 3.0 0.0 2.0 1.0 2.0 2.0 2.0 0.0 1.0 0.0 3.0 2.0 2.0 1.0 1.0 1.0 3.0 2.0 1.0 1.0 3.0 1.0 2.0 2.0 2.0 3.0 2.0 1.0 1.0 1.0 2.0 5.0 2.0 ,1330454099151
1.0 0.0 0.0 0.0 3.0 0.0 1.0 0.0 4.0 3.1 1.0 2912.0 1.0 6.0 1.0 8.0 7.0 1.0 1.0 1.0 0.0 4.0 0.0 5.0 0.0 1.0 3.0 10.0 2.0 3.0 1.0 3.0 2.0 0.0 2.0 1.0 2.0 3.0 10.0 1.0 0.0 4.0 4.0 13.0 63.0 21.0 16.0 ,4207905249571
1.0 0.0 0.0 0.0 62.0 0.0 1.0 1.0 0.0 1.0 1.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 0.0 1.0 0.0 1.0 1.0 0.0 1.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.184 15.0 8.0 15.0 5.0 1.0 1.0 0.0 3.0 2.0 2.0 1.0 2.0 6.0 0.0 6.0 0.0 2.0 1.0 8.0 4.0 0.0 11.0 3.0 0.0 9.0 1.0 3.0 6.0 3.0 0.0 2.0 1.0 4.0 6.0 7.0 1.0 1.0 1.0 0.0 1.0 2.0 0.0 0.0 1.0 0.0 0.0 1.0 3.0 1.0 1.0 0.0 1.0 1.0 2.0 2.0 8.0 8.0 2.0 4.0 3.0 0.0 1.0 3.0 1.0 2.0 2.0 2.0 1.0 3.0 2.0 0.0 2.0 0.0 1.0 1.0 0.0 3.0 5.0 0.0 3.0 3.0 2.0 1.0 1.0 0.0 1.0 0.0 1.0 0.0 3.0 1.0 7.0 0.0 3.0 0.0 0.0 1.0 ,1836849397084
